video_id,avg_red,avg_green,avg_blue,brightness,contrast,thumbnail_text,text_word_count,text_sentiment
53CVTdeKwis,33.029947916666664,34.40298611111111,41.51189236111111,36.31494212962963,62.71415062623266,"baer ae ' i
TERE LEN",6,0.0
_nUsHAtaYwM,53.91953125,46.78609375,48.54097222222222,49.74886574074074,69.76001710965517,,0,0.0
LxaeHo32TCE,39.41427083333333,39.91411458333334,43.66342013888889,40.99726851851852,62.7529474329333,"rs Cad h
eres",4,0.0
uRxM0_g7OIo,37.83861111111111,39.178715277777776,45.29291666666666,40.77008101851852,67.28033862850022,,0,0.0
bz1GZ-TJg6U,40.518315972222226,39.66854166666667,41.474826388888886,40.553894675925925,61.299818934336365,"ve oe vile

Cr ara",5,0.0
w_ocVyTf7GI,41.74173611111111,41.47295138888889,48.857204861111114,44.02396412037037,69.1082803169043,,0,0.0
OsWAi1MCrXo,42.392361111111114,33.297222222222224,34.770694444444445,36.820092592592594,63.49475422332396,"J om
eRe",3,0.0
NBU-aYiWmBQ,44.42572916666666,40.474947916666665,48.08782986111111,44.32950231481482,69.80399264277567,,0,0.0
QuChgTZ2rUc,40.625,26.051805555555557,27.78326388888889,31.486689814814813,54.50973480562634,,0,0.0
kXO9GtI_D4E,35.70623263888889,27.010659722222222,34.96501736111111,32.560636574074074,57.8979354527203,"ROT aay
AIM

:",4,0.0
2xZcSaJlw-Y,46.11333333333334,48.61565972222222,56.14592013888889,50.29163773148148,65.11430120748537,"iH Ao Ca
a
il | .",7,0.0
qr8h7nUIHzM,39.12548611111111,39.784253472222225,49.48633680555555,42.79869212962963,61.37880774303246,,0,0.0
BRL8S5jBBk0,32.42753472222222,33.406649305555554,34.22388888888889,33.35269097222222,57.85266738988282,"an
Let INES Down Slowly

nt |",7,-0.2277777777777778
aZO1lQpFqzQ,35.783177083333335,32.23444444444444,41.70251736111111,36.57337962962963,63.95989482107165,ett,1,0.0
GBxPoaj8FTQ,39.40788194444445,28.256840277777776,28.839444444444446,32.168055555555554,53.528942590249684,", ar ah
sa . i |",7,0.0
dlVNadKqjMg,35.59482638888889,33.304913194444445,32.00303819444444,33.63425925925926,57.84845829604347,,0,0.0
rCNMDLtSDBA,33.80552083333333,42.65142361111111,59.37097222222222,45.27597222222222,70.51190893952258,,0,0.0
Ui5IK9OAVKY,38.66399305555556,35.441822916666666,45.80861111111111,39.97147569444444,66.30956295218878,"ae 2
| eects

7 .
I Le",8,0.0
oYVgmoJl8zQ,58.07678819444445,65.88140625,79.91729166666667,67.95849537037037,79.88025914150421,,0,0.0
oqUG5NNm6R8,29.062135416666667,27.391180555555554,27.916458333333335,28.123258101851853,55.15537930671954,,0,0.0
JtVG1n1YInc,47.83505208333333,44.374652777777776,47.649913194444444,46.619872685185186,70.51949284616336,eee rc,2,0.0
cD6f2l5qFy4,37.479930555555555,34.92762152777778,45.53095486111111,39.312835648148145,66.68596468652201,"ita "" flove.
me",4,0.0
Eemt6QrWL3A,53.06324652777778,45.66515625,44.163472222222225,47.630625,61.40073805638361,ee iS ae,3,0.0
F51NXN5eiNs,37.40859375,33.63243055555556,32.414027777777775,34.48501736111111,61.53092056228928,"oon
cn a
MaéMiller",4,0.0
KW40w6KsgAk,70.1684375,58.99010416666667,57.71824652777778,62.29226273148148,71.31080417430817,,0,0.0
BQuFmGeJMc0,42.5575,39.06352430555555,47.50225694444445,43.04109375,63.885663438808194,,0,0.0
2h9y3LNu8gA,36.51939236111111,43.32913194444444,38.225572916666664,39.35803240740741,60.34602993568798,"ree re

t",3,0.0
7LbAaBTKMLg,36.26703125,36.85963541666667,45.1221875,39.41628472222222,64.69378203414834,,0,0.0
13evACVses8,51.23107638888889,41.025729166666665,53.762569444444445,48.673125,65.1074281757489,"Jete ae
Pte",3,0.0
3JIEkfy1uB8,48.2440625,41.32555555555555,54.64845486111111,48.07269097222222,71.36193611101999,,0,0.0
_4N2p5SuMeI,72.38243055555556,57.12335069444445,61.078784722222224,63.528188657407405,79.82541847410673,,0,0.0
cnlNhPJCgg0,46.76430555555555,37.869236111111114,36.662013888888886,40.43185185185185,66.48720399930139,Ne pi,2,0.0
BQRSuhpcmqo,40.98625,43.61126736111111,54.87779513888889,46.491770833333334,70.14447509237289,a Ca 7),3,0.0
IwRDlumkKrQ,45.01342013888889,48.907795138888886,50.80967013888889,48.24362847222222,76.0136839869597,m3,1,0.0
W3NpnqNP8zY,46.28204861111111,34.41940972222222,35.8321875,38.84454861111111,62.6160465371279,,0,0.0
KpmBJ0rgJkM,51.62133680555556,50.45836805555555,50.136059027777776,50.73858796296296,77.91671143401356,,0,0.0
6WGFA7pvwck,51.68472222222222,49.59203125,50.88418402777778,50.7203125,67.03063961792047,,0,0.0
-z-XX7Gwm1c,44.18100694444445,41.92446180555555,46.83927083333333,44.31491319444444,67.34097369540167,". 7 USi no estas
eee",6,0.0
u0olPaDEQ54,58.92546875,48.42595486111111,41.64972222222222,49.66704861111111,47.02421804971829,,0,0.0
q407gSjVEE4,109.21722222222222,92.49704861111111,78.54701388888888,93.42042824074075,65.3987302855702,"els ine i
pt NG zr",6,0.0
YkdclonAymI,53.61333333333334,54.204982638888886,45.03762152777778,50.95197916666667,54.83125827312721,,0,0.0
wFjtLf5XPbI,98.43083333333334,87.915,84.08626736111111,90.14403356481482,66.07192174783913,,0,0.0
UwfcTSUEIgo,28.808767361111112,29.153715277777778,40.46239583333333,32.80829282407407,57.06823230489093,"Cd hal
l Sy ag",5,0.0
iormbOE6wao,34.39001736111111,34.20387152777778,44.59842013888889,37.73076967592593,62.0960368992854,"Becca

an

CNT

=
Sane",5,0.0
wr3b_T2ns8s,31.83453125,32.26203125,42.46151041666667,35.51935763888889,60.26968976949729,"Me

a

TTT",3,0.0
h4RE3R5_YuU,40.343663194444446,34.900989583333335,32.60515625,35.94993634259259,60.64861338046238,"LAER a IY

E a",5,0.0
A24IXhDBJMg,44.04131944444445,40.14977430555555,57.21710069444445,47.136064814814816,64.48224924618907,"3

or",2,0.0
uFBeDeIqWaY,39.118541666666665,36.758975694444445,40.18388888888889,38.68713541666666,64.6745080709913,ee |,2,0.0
PdDMZdy66C8,34.11736111111111,25.615555555555556,28.843211805555555,29.525376157407408,52.9908994155171,"ar e
Waltz. Op. 69 No. 2
+ ta

PML",10,0.0
hJGiOeatN_s,44.22204861111111,42.53692708333333,45.49477430555555,44.084583333333335,70.0445260062305,anche,1,0.0
dPSJetvJOuE,33.174739583333334,24.952829861111113,29.06109375,29.06288773148148,53.69364927267062,,0,0.0
zSrEyZmiohQ,46.96189236111111,43.87064236111111,50.99482638888889,47.275787037037034,65.33965074920987,"ae canna

ea rr",4,0.0
GxuY_tZySZc,26.532065972222224,28.623125,36.68024305555556,30.611811342592592,57.3948118830791,"solr 4
q 44",4,0.0
2ygqeQnyou0,31.757361111111113,29.042725694444446,32.57798611111111,31.126024305555557,54.08472180681626,aa Is a4 pt |,5,0.0
iztcmgO4z-c,38.83923611111111,28.703732638888887,30.688385416666666,32.74378472222222,56.70255431840292,,0,0.0
O0GPLO_s9So,55.518854166666664,52.12119791666667,66.74371527777778,58.127922453703704,69.05760198293072,,0,0.0
2lB5d_39JBQ,43.861475694444444,42.009913194444444,54.71527777777778,46.86222222222222,63.29269162849885,,0,0.0
AunkVyMT4FQ,35.48284722222222,30.479253472222222,41.506024305555556,35.82270833333333,56.77444053231632,ae eT,2,0.0
97Gg08QMp3Y,41.628993055555554,35.658177083333335,38.91211805555555,38.733096064814816,60.26444612829769,"oo I
be Cy abhi aes
ora

f",8,0.0
Jk1NpafICag,55.5634375,56.32029513888889,54.57164930555555,55.48512731481482,54.601859545626034,,0,0.0
oiQAUUAQfug,106.72756944444444,95.02993055555555,87.7995138888889,96.51900462962963,66.00244645037913,,0,0.0
kptesvQggVw,109.83180555555556,98.0188888888889,97.56232638888889,101.80434027777778,77.77974774581574,,0,0.0
pxYwhIGpWLQ,47.582881944444445,44.61435763888889,44.610104166666666,45.60244791666667,65.47940464501117,"bah
D

Lye Carle Taiela)

a as rates",8,0.0
gTQEIR-JxqY,36.36559027777778,33.235850694444444,52.28013888888889,40.62719328703704,65.09615983736242,"LT)
Chamber A peat Tas",5,0.0
NOeyyCnQEdQ,26.727013888888887,26.663732638888888,30.603663194444444,27.998136574074074,54.596712811014406,GABRIEL,1,0.0
_ejRyf9WzQQ,32.47260416666666,29.267777777777777,30.872118055555557,30.870833333333334,55.484263128035785,"Bart)

EE. a

: a =
il

IOUT TTT",9,0.0
EMRVWCIPOXo,35.125989583333336,33.977777777777774,43.451024305555556,37.51826388888889,56.491719441918534,"et I
OO Peete est
la

   

GABRIEL",7,0.0
PeYAQWMqGYk,40.02751736111111,37.01321180555556,42.92,39.98690972222222,56.13923386228768,"ea
eo
2 i
ea eer ao
isn",8,0.0
_HaHu4gIM5Q,46.38085069444445,44.028506944444445,43.338993055555555,44.58278356481482,63.884862967105455,"NSIT CSRS ae
Cid

MM

GABRIEL",6,0.0
ED7m-8ZAVYc,43.18138888888889,41.716649305555556,44.43373263888889,43.110590277777774,63.8696470096893,"1:
A THOUSAND YEARS
'

  

aan enn",7,0.0
1DFCtQ-ls6Y,45.789027777777775,48.54380208333333,53.98425347222222,49.43902777777778,69.26532277984074,"aie as
bead TR that

TUTTI

eee ee ee",9,0.0
bpxMa89IQi4,37.81854166666667,30.678003472222223,37.807916666666664,35.434820601851854,50.738647920985834,,0,0.0
klzmUDE8m7I,45.71635416666667,47.19473958333333,52.078350694444445,48.32981481481482,67.32493927988187,» WRane a as,4,0.0
9dJ-Ch42kX8,31.903715277777778,32.058819444444445,35.34199652777778,33.10151041666666,61.80932758803729,"Src ag en
wus

GABRIEL",5,0.0
MLBd0PM6O60,57.25012152777778,56.998020833333335,60.550434027777776,58.26619212962963,61.900530165788396,,0,0.0
qL_gX73Dmts,44.36510416666667,42.95053819444445,48.85472222222222,45.39012152777778,68.36374813207497,a i,2,0.0
vjFDHnIeP5o,46.03006944444444,39.936197916666664,41.52996527777778,42.49874421296296,63.196399377308936,"Arte To i SWEATER Ua
TMT",6,0.0
EG8Ve92H004,40.02784722222222,38.103489583333335,41.979565972222225,40.036967592592596,66.36158919112148,Pee ea,2,0.0
NinNR35HRIw,51.46375,51.09477430555555,43.97159722222222,48.84337384259259,66.56486749889136,GABRIEL,1,0.0
glvcpX5Gg1U,60.22998263888889,57.12914930555556,57.44467013888889,58.26793402777778,69.17508357097375,,0,0.0
xKpTeixOI1o,50.100017361111114,43.315434027777776,44.962864583333335,46.126105324074075,67.04672746241582,"EXPERIENCE
Li J uty

(LTT",5,0.0
B6qZ81VpECo,44.20168402777778,38.10434027777778,40.147534722222225,40.81785300925926,59.92062274083681,"AT OE
a i

re a a ae",8,0.0
-9IXpDly_uY,64.56142361111111,56.18824652777778,45.24659722222222,55.33208912037037,55.26780780060531,GABRIEL,1,0.0
wLXTMlE86BA,29.112152777777776,28.242256944444446,29.190225694444443,28.848211805555554,57.345693604030636,"mc

GABRIEL",2,0.0
bLKekErrSww,46.02210069444445,41.143229166666664,48.19857638888889,45.12130208333333,67.68526865217824,"ree Cee

wer are",4,0.0
-d31ncz9_6U,43.68092013888889,39.298993055555556,39.93836805555556,40.97276041666667,61.52304826238571,,0,0.0
BebvYSKG7jY,41.75440972222222,38.24472222222222,43.629565972222224,41.20956597222222,55.65181667296616,"RIVER FLOWS|IN YOU tq I

 

ay

5KSPECIAL \",8,0.0
Zm8LThNmI2w,37.09109375,31.636614583333333,30.621996527777778,33.11656828703704,50.18449681786432,"a me YOU IGT

oer

See ae

rn

 

ean",9,0.0
XaRtiqybKjA,32.76296875,32.87494791666666,45.318142361111114,36.985353009259256,56.622781409835675,Peet,1,0.0
c1Un2hzmKyI,34.35762152777778,30.06142361111111,43.35590277777778,35.92498263888889,64.15366492329161,"- . re id
eee tw Ne

rh
Par

mG

Pre rer oe P",14,0.0
WF9rpYMMRPo,46.01295138888889,38.54767361111111,42.94871527777778,42.503113425925925,71.13356398699395,"ARM Le |
CT ee
rm a |",8,0.0
LkcIK520ta4,37.98052083333334,34.92201388888889,39.53005208333333,37.477528935185184,53.85318147308911,"Bs EL
An Interstellar Experience

PT gS TTT

GABRIEL",9,0.0
4YC_cv8zysU,36.66569444444445,33.224201388888886,29.127413194444443,33.005769675925926,53.46486532620959,,0,0.0
xAACoTvr-0Q,43.354253472222226,42.74762152777778,56.3803125,47.4940625,62.94132417434644,,0,0.0
99wVJb5mxHs,43.44324652777778,48.056232638888886,56.444097222222226,49.31452546296296,66.93353485079088,Another love,2,0.5
Ylyos72WMfM,54.09552083333333,45.66861111111111,41.306927083333335,47.02368634259259,43.05674927008744,,0,0.0
g2WqPGQcGII,126.56751736111111,99.72484375,81.9365625,102.74297453703704,66.48031108520374,,0,0.0
Ug2D_gJFTXY,39.83355902777778,40.534479166666664,47.958072916666666,42.77537037037037,60.186014931887165,,0,0.0
iThYTw01rA4,21.778506944444445,19.668836805555557,19.41732638888889,20.28822337962963,38.76003902474947,rrrliat|,1,0.0
ha8dl56Brzw,23.36328125,20.96689236111111,22.15375,22.161307870370372,42.17691202555846,Gabriel,1,0.0
lXaDd_XUR4I,102.61649305555555,84.11114583333334,70.90088541666667,85.87617476851852,69.32512803307895,,0,0.0
